"title","class","exists","status","bytes","commons_sha1_hex","license","source_url","description_url","evidence"
"File:Insect on a torus tracing out a non-trivial geodesic.gif","commons_image_asset","True","metadata_verified","4137285","d5a4abb8ede5b5013ba18ef6b65045cc9889651c","CC BY-SA 4.0","https://upload.wikimedia.org/wikipedia/commons/6/6a/Insect_on_a_torus_tracing_out_a_non-trivial_geodesic.gif","https://commons.wikimedia.org/wiki/File:Insect_on_a_torus_tracing_out_a_non-trivial_geodesic.gif","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Integral apl rot obsah1.svg","commons_image_asset","True","metadata_verified","8098","6acbfaacc41c1fb9c8500bbd1aef86d7fd230208","Public domain","https://upload.wikimedia.org/wikipedia/commons/7/71/Integral_apl_rot_obsah1.svg","https://commons.wikimedia.org/wiki/File:Integral_apl_rot_obsah1.svg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Manifold zahyou3.png","commons_image_asset","True","metadata_verified","9977","092d5bdf050bac4d712de6f40a3c96330d5b13dd","CC BY-SA 3.0","https://upload.wikimedia.org/wikipedia/commons/1/10/Manifold_zahyou3.png","https://commons.wikimedia.org/wiki/File:Manifold_zahyou3.png","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Minimal surface curvature planes-de.svg","commons_image_asset","True","metadata_verified","50805","4e9aca15c254ee07e01a99af4c7d0ea4f44b0ce7","CC BY-SA 3.0","https://upload.wikimedia.org/wikipedia/commons/1/15/Minimal_surface_curvature_planes-de.svg","https://commons.wikimedia.org/wiki/File:Minimal_surface_curvature_planes-de.svg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Möbius strip.jpg","commons_image_asset","True","metadata_verified","82042","38f4c7787fd665a45ce9d7130d9d2d0deba5fcf8","CC BY-SA 3.0","https://upload.wikimedia.org/wikipedia/commons/d/d9/M%C3%B6bius_strip.jpg","https://commons.wikimedia.org/wiki/File:M%C3%B6bius_strip.jpg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Not-star-shaped.svg","commons_image_asset","True","metadata_verified","253","e6e0778e94069c7309c8969296f2790f1c87d7fb","Public domain","https://upload.wikimedia.org/wikipedia/commons/9/91/Not-star-shaped.svg","https://commons.wikimedia.org/wiki/File:Not-star-shaped.svg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Parabola circle.svg","commons_image_asset","True","metadata_verified","19469","44184d0a73a11fda2689cedbd994280ab39ed2fd","CC BY-SA 4.0","https://upload.wikimedia.org/wikipedia/commons/a/a7/Parabola_circle.svg","https://commons.wikimedia.org/wiki/File:Parabola_circle.svg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Parallel lines in Poincare's model of hyperbolic geometry.svg","commons_image_asset","True","metadata_verified","32238","ee99cc2a5eedddffa02a0d8ff313fd478ad35b5c","CC BY-SA 3.0","https://upload.wikimedia.org/wikipedia/commons/4/4b/Parallel_lines_in_Poincare%27s_model_of_hyperbolic_geometry.svg","https://commons.wikimedia.org/wiki/File:Parallel_lines_in_Poincare%27s_model_of_hyperbolic_geometry.svg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Parallel transport sphere2.svg","commons_image_asset","True","metadata_verified","11448","c63af00b134c84472c499324e5ccb7e6badc33e0","CC BY-SA 3.0","https://upload.wikimedia.org/wikipedia/commons/2/24/Parallel_transport_sphere2.svg","https://commons.wikimedia.org/wiki/File:Parallel_transport_sphere2.svg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Partition of unity illustration.svg","commons_image_asset","True","metadata_verified","12559","38b2159759bef5eb0cfa3e42c7b870600ea37001","Public domain","https://upload.wikimedia.org/wikipedia/commons/5/5a/Partition_of_unity_illustration.svg","https://commons.wikimedia.org/wiki/File:Partition_of_unity_illustration.svg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Planned flight map of the Oiseau Blanc.svg","commons_image_asset","True","metadata_verified","135949","3d6fb9a70bae07a37c77b014835cec8777300a6e","CC BY-SA 3.0","https://upload.wikimedia.org/wikipedia/commons/d/d5/Planned_flight_map_of_the_Oiseau_Blanc.svg","https://commons.wikimedia.org/wiki/File:Planned_flight_map_of_the_Oiseau_Blanc.svg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Poincarehalfplaneconform.gif","commons_image_asset","True","metadata_verified","956681","3b1d79ff7e4c0a5741c5f8ac6f01bca6fdcf4592","CC BY-SA 3.0","https://upload.wikimedia.org/wikipedia/commons/8/87/Poincarehalfplaneconform.gif","https://commons.wikimedia.org/wiki/File:Poincarehalfplaneconform.gif","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Runge theorem.svg","commons_image_asset","True","metadata_verified","3611","e6ef52404397bf6ac8a9644df040e2b19e910367","Public domain","https://upload.wikimedia.org/wikipedia/commons/e/e1/Runge_theorem.svg","https://commons.wikimedia.org/wiki/File:Runge_theorem.svg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Sphere with three handles.png","commons_image_asset","True","metadata_verified","398740","6890fd8dbe8f2a238b2629531380e3dcbaa792eb","Public domain","https://upload.wikimedia.org/wikipedia/commons/a/ac/Sphere_with_three_handles.png","https://commons.wikimedia.org/wiki/File:Sphere_with_three_handles.png","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:SS-stokes.jpg","commons_image_asset","True","metadata_verified","228915","c68839173add3e8ebf613b837de43f11d5840f66","Public domain","https://upload.wikimedia.org/wikipedia/commons/e/e3/SS-stokes.jpg","https://commons.wikimedia.org/wiki/File:SS-stokes.jpg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Stereographic projection in 3D.png","commons_image_asset","True","metadata_verified","69330","9ebf8ae912dbb26b65f5cbf9cfd8ccb174dd15fe","Public domain","https://upload.wikimedia.org/wikipedia/commons/8/85/Stereographic_projection_in_3D.png","https://commons.wikimedia.org/wiki/File:Stereographic_projection_in_3D.png","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Tangent bundle.svg","commons_image_asset","True","metadata_verified","23116","44717b4e02c2e87eafedc1eb78263e1cc078e801","Public domain","https://upload.wikimedia.org/wikipedia/commons/8/87/Tangent_bundle.svg","https://commons.wikimedia.org/wiki/File:Tangent_bundle.svg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Tangentialvektor.svg","commons_image_asset","True","metadata_verified","4790","d6385ee16ebcc717b2b83164a0d4849ef1a02483","Public domain","https://upload.wikimedia.org/wikipedia/commons/e/e7/Tangentialvektor.svg","https://commons.wikimedia.org/wiki/File:Tangentialvektor.svg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Théorème-de-Brouwer-(cond-1).jpg","commons_image_asset","True","metadata_verified","33149","4167e29f29a545ba4ea34928b578d1887be6279d","CC BY-SA 3.0","https://upload.wikimedia.org/wikipedia/commons/4/4d/Th%C3%A9or%C3%A8me-de-Brouwer-%28cond-1%29.jpg","https://commons.wikimedia.org/wiki/File:Th%C3%A9or%C3%A8me-de-Brouwer-(cond-1).jpg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Théorème-de-Brouwer-(cond-2).jpg","commons_image_asset","True","metadata_verified","20602","a2688688ffbb8d863021627ad4986f1151f802a3","CC BY-SA 3.0","https://upload.wikimedia.org/wikipedia/commons/5/5a/Th%C3%A9or%C3%A8me-de-Brouwer-%28cond-2%29.jpg","https://commons.wikimedia.org/wiki/File:Th%C3%A9or%C3%A8me-de-Brouwer-(cond-2).jpg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Toroidal coord.png","commons_image_asset","True","metadata_verified","151522","fecb5ee4ab360d9604988b4568117a40c5db7e1d","CC BY 2.5","https://upload.wikimedia.org/wikipedia/commons/d/db/Toroidal_coord.png","https://commons.wikimedia.org/wiki/File:Toroidal_coord.png","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Torus vectors oblique.jpg","commons_image_asset","True","metadata_verified","251142","fae076a93a4a1961db5413c6044862a020f2be25","CC BY-SA 3.0","https://upload.wikimedia.org/wikipedia/commons/b/b4/Torus_vectors_oblique.jpg","https://commons.wikimedia.org/wiki/File:Torus_vectors_oblique.jpg","de.wikiversity foreign-repository imageinfo/extmetadata"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt1.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt10.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt11.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt12.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt13.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt14.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt15.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt16.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt17.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt18.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt19.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt2.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt20.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt21.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt22.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt23.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt24.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt25.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt26.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt27.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt28.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt29.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt3.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt4.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt5.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt6.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt7.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt8.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Arbeitsblatt9.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung1.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung10.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung11.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung12.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung13.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung14.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung15.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung16.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung17.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung18.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung19.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung2.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung20.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung21.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung22.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung23.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung24.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung25.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung26.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung27.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung28.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung29.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung3.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung4.pdf","per_unit_pdf_link","True","commons_file_verified","210221","610c2216778a3121aee356f992560cd55ed90690","CC BY-SA 4.0","https://upload.wikimedia.org/wikipedia/commons/9/93/Differentialgeometrie_%28Osnabr%C3%BCck_2023%29Vorlesung4.pdf","https://commons.wikimedia.org/wiki/File:Differentialgeometrie_(Osnabr%C3%BCck_2023)Vorlesung4.pdf","Commons file metadata/category listing frozen 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung5.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung6.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung7.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung8.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
"File:Differentialgeometrie (Osnabrück 2023)Vorlesung9.pdf","per_unit_pdf_link","False","missing_upload_placeholder",,,,,,"Course link resolves to Commons UploadWizard; absent from official Commons course PDF category on 2026-08-21"
