"title","namespace","pageid","revid","timestamp_utc","mediawiki_sha1_base36","text_utf8_bytes","source_export_file","source_export_sha256"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 11","106","142555","896335","2023-05-16T06:03:25Z","6cv82lnd0z6gshf4xc0f3qfatcn017j","526","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 12","106","142556","1020020","2025-08-09T13:43:26Z","0y192mvw096kgbv0ei7458dqazyc5um","2725","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 13","106","142557","897201","2023-05-24T09:36:23Z","il7lbmevffesd7lbrcc1wokxmtz7p04","1185","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 14","106","142558","897331","2023-05-26T19:56:22Z","4bguy5j275eeul9uzyjtunx59423d3f","885","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 15","106","142559","991595","2025-01-23T13:23:09Z","eyal6k850lvp9r5k7a5wtxissy8z1lh","3158","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 16","106","142560","1052551","2025-08-27T13:57:43Z","7uo3d4iickmevyswg1l221fpc9wzkqw","2730","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 17","106","142561","944389","2024-08-31T10:52:31Z","1g45kf5m83kqnlamm3fhxje43rb9w34","1938","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 18","106","142562","898474","2023-06-12T17:49:20Z","g5bskddc0ccthl4dvi2kbfq49omidyp","548","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 19","106","142563","905408","2023-07-09T16:09:50Z","ig1i03cvd351q5plq8xwx8ev0ydryd9","1333","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 20","106","142564","991598","2025-01-23T13:23:29Z","6ogstejiqfvotc6ie4c6tsnz1uwm2ed","3695","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 21","106","142565","897931","2023-06-05T10:06:22Z","a8cn6qn15d300xl36ts35cxtupslxk9","985","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 22","106","142566","1052940","2025-08-28T06:41:18Z","mq5v4s1h2acx1t1yg5cm51umtvkqkvn","3020","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 23","106","142567","991600","2025-01-23T13:23:39Z","i4t2j6lri49unzit83e4xy1diyxfpho","2911","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 24","106","142568","901310","2023-07-04T16:00:52Z","86n9yaalneq1uerb9rrxt0x35dt49f9","923","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 25","106","142569","991601","2025-01-23T13:23:49Z","dw37ehaabb3ura4bkhvxg2rqvafw1ph","2689","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 26","106","142570","991602","2025-01-23T13:23:59Z","0b9s4tzqdlz6rtnaidfyv7je52zxxup","718","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 27","106","142571","906209","2023-07-13T13:25:20Z","fbl5w9pxjbyniii8fs3wbbid6pjwucc","1128","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 28","106","142572","911282","2023-09-06T08:48:21Z","pi36lwq9snhonm9cjbjpnhsxu527d42","1032","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 29","106","142573","906540","2023-07-15T18:45:21Z","r8qudj7a5berxllr6r08ecygthzrxhk","604","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 1","106","142635","894294","2023-04-22T09:06:30Z","8o22n640ymvw3s9dcohlww2dmkfz94v","2428","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 2","106","142636","907117","2023-07-18T12:00:58Z","rsw82cuta1d9miyozhkf0ds94jdwc5q","2097","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 3","106","142637","894109","2023-04-19T14:26:37Z","kxus1srbcyk9huvn4zzed9l56l2awc6","2401","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 4","106","142638","1010985","2025-07-25T06:39:21Z","d8r1ixhwrj3eok7ot4yn0c9epk2633j","1903","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 5","106","142639","894758","2023-04-26T17:41:28Z","751pjv3ozqjvb9duqyh48qmvo8y8xte","2228","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 6","106","142640","894859","2023-04-27T17:54:43Z","snlgfp2aj1ob851k5oegb1zd3q0ij2t","2168","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 7","106","142641","905403","2023-07-09T16:09:00Z","k88a4szth18kjgzz1jdi0qay2czc6eb","2624","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 8","106","142642","1069484","2026-02-05T20:57:03Z","f2fnuiw3o1mzfnoihcckwc84eeiata6","3241","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 9","106","142643","896662","2023-05-19T15:48:58Z","5xvnexeoluuozx6f8e6xruewkrj2brx","2176","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 10","106","142644","906482","2023-07-15T13:20:43Z","p7r1v7mm4sf9mrc5gnvcfmyr6uodoz8","3851","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 11","106","142645","906316","2023-07-14T06:57:07Z","bsl0cfd2acorbi6xphmt79ibmuzwst4","4549","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 12","106","142646","906760","2023-07-17T11:47:44Z","r11jmm6ty571mjnimbxuek58bcm3cwi","3734","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 13","106","142647","905568","2023-07-09T19:03:47Z","lwzvpd8hwg4e814mk9pe3307nm3158h","2601","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 14","106","142648","1020024","2025-08-09T13:44:06Z","ifi18zbute5frgt9mfziqf663lcd86s","2935","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 15","106","142649","899070","2023-06-21T09:48:22Z","qi7v542hf1tgxf9n6ho1rdmg0qp1dyn","1799","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 16","106","142650","1020028","2025-08-09T13:44:46Z","nl4bhoy70we7lo1lr46qaiq9q84fnsa","2977","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 17","106","142651","886713","2023-02-20T18:31:36Z","ro4ovxw7d66bfynjmyijl0m5207t97n","2032","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 18","106","142652","908317","2023-08-03T12:47:09Z","rj5spb8lqd3wt25wk8v7q56wot9zdhk","2449","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 19","106","142653","898594","2023-06-15T06:35:38Z","4r6lgec38e6iyjph9d80xsvk6mc44l5","1553","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 20","106","142654","906457","2023-07-15T11:14:19Z","75wvq6lazl2xaebidh9t637nz7zsr40","3029","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 21","106","142655","900559","2023-06-30T08:47:56Z","54hnq3dmudl0t6ux22tkhy1w5doqokx","2429","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 22","106","142656","905863","2023-07-11T12:57:49Z","gb6rz9cpru7jxbvbn2cizszbe478ues","2205","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 23","106","142657","1020032","2025-08-09T13:45:26Z","dzvodh4192ia60x4rn3njtgvfcd5cyo","3944","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 24","106","142658","906309","2023-07-14T06:45:43Z","85a7ruezww2d5nxtg6b1ayyppiy3wpg","1886","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 25","106","142659","906736","2023-07-17T11:02:02Z","hlx0vvdobyzjrpi1tto9xm64y260sdj","3486","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 26","106","142660","907130","2023-07-18T15:37:48Z","bktfs7eqian798rixrwfl1pl89t67df","2698","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 27","106","142661","906575","2023-07-16T08:52:43Z","q7ia3yix95ihegi01y2cpgvlzwz5api","3446","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 28","106","142662","906525","2023-07-15T17:00:10Z","jfn4okl7l3sp3ep6jytmgg7wc2gwdut","985","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 29","106","142663","907143","2023-07-18T17:21:55Z","skvxnklukpdn23aatk4pvymi8n1ejm1","544","brenner_course_recursive_current.xml","6b96c90a8b1e52fac57c735f28d0babc56a95050ca015075b755179270d75d14"
