"title","namespace","pageid","revid","timestamp_utc","mediawiki_sha1_base36","text_utf8_bytes","source_export_file","source_export_sha256"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 1/kontrolle","106","142695","800857","2022-09-15T11:17:47Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 2/kontrolle","106","142696","800868","2022-09-15T11:19:37Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 3/kontrolle","106","142697","800879","2022-09-15T11:21:27Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 4/kontrolle","106","142698","800881","2022-09-15T11:21:47Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 5/kontrolle","106","142699","800882","2022-09-15T11:21:57Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 6/kontrolle","106","142700","800883","2022-09-15T11:22:07Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 7/kontrolle","106","142701","800884","2022-09-15T11:22:17Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 8/kontrolle","106","142702","800885","2022-09-15T11:22:27Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 9/kontrolle","106","142703","800886","2022-09-15T11:22:37Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 10/kontrolle","106","142704","800858","2022-09-15T11:17:57Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 11/kontrolle","106","142705","800859","2022-09-15T11:18:07Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 12/kontrolle","106","142706","800860","2022-09-15T11:18:17Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 13/kontrolle","106","142707","800861","2022-09-15T11:18:27Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 14/kontrolle","106","142708","800862","2022-09-15T11:18:37Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 15/kontrolle","106","142709","800863","2022-09-15T11:18:47Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 16/kontrolle","106","142710","800864","2022-09-15T11:18:57Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 17/kontrolle","106","142711","800865","2022-09-15T11:19:07Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 18/kontrolle","106","142712","800866","2022-09-15T11:19:17Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 19/kontrolle","106","142713","800867","2022-09-15T11:19:27Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 20/kontrolle","106","142714","800869","2022-09-15T11:19:47Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 21/kontrolle","106","142715","800870","2022-09-15T11:19:57Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 22/kontrolle","106","142716","800871","2022-09-15T11:20:07Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 23/kontrolle","106","142717","800872","2022-09-15T11:20:17Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 24/kontrolle","106","142718","800873","2022-09-15T11:20:27Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 25/kontrolle","106","142719","800874","2022-09-15T11:20:37Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 26/kontrolle","106","142720","800875","2022-09-15T11:20:47Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 27/kontrolle","106","142721","800876","2022-09-15T11:20:57Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 28/kontrolle","106","142722","800877","2022-09-15T11:21:07Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 29/kontrolle","106","142723","800878","2022-09-15T11:21:17Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Projekt:Semantische Vorlagen/Skriptvorspann in Latex","108","17072","1009862","2025-07-21T13:45:45Z","c5yh1bmej9xwtyyxsw3eewphz9o3yct","2243","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
