"title","namespace","pageid","revid","timestamp_utc","mediawiki_sha1_base36","text_utf8_bytes","source_export_file","source_export_sha256"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 11/latex","106","142585","807116","2022-09-18T09:58:50Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 12/latex","106","142586","807117","2022-09-18T09:59:00Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 13/latex","106","142587","807118","2022-09-18T09:59:10Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 14/latex","106","142588","807119","2022-09-18T09:59:20Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 15/latex","106","142589","807120","2022-09-18T09:59:30Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 16/latex","106","142590","807121","2022-09-18T09:59:40Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 17/latex","106","142591","807122","2022-09-18T09:59:50Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 18/latex","106","142592","807123","2022-09-18T10:00:00Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 19/latex","106","142593","807124","2022-09-18T10:00:10Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 20/latex","106","142594","807126","2022-09-18T10:00:30Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 21/latex","106","142595","807127","2022-09-18T10:00:40Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 22/latex","106","142596","807128","2022-09-18T10:00:50Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 23/latex","106","142597","807129","2022-09-18T10:01:00Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 24/latex","106","142598","807130","2022-09-18T10:01:10Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 25/latex","106","142599","807131","2022-09-18T10:01:20Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 26/latex","106","142600","807132","2022-09-18T10:01:30Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 27/latex","106","142601","807133","2022-09-18T10:01:40Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 28/latex","106","142602","807134","2022-09-18T10:01:50Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 29/latex","106","142603","807135","2022-09-18T10:02:00Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 1/latex","106","142665","807082","2022-09-18T09:53:19Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 2/latex","106","142666","807094","2022-09-18T09:55:09Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 3/latex","106","142667","807105","2022-09-18T09:57:00Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 4/latex","106","142668","807107","2022-09-18T09:57:20Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 5/latex","106","142669","807108","2022-09-18T09:57:30Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 6/latex","106","142670","807109","2022-09-18T09:57:40Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 7/latex","106","142671","807110","2022-09-18T09:57:50Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 8/latex","106","142672","807111","2022-09-18T09:58:00Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 9/latex","106","142673","807112","2022-09-18T09:58:10Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 10/latex","106","142674","807083","2022-09-18T09:53:29Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 11/latex","106","142675","807085","2022-09-18T09:53:39Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 12/latex","106","142676","807086","2022-09-18T09:53:49Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 13/latex","106","142677","807087","2022-09-18T09:53:59Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 14/latex","106","142678","807088","2022-09-18T09:54:09Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 15/latex","106","142679","807089","2022-09-18T09:54:19Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 16/latex","106","142680","807090","2022-09-18T09:54:29Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 17/latex","106","142681","807091","2022-09-18T09:54:39Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 18/latex","106","142682","807092","2022-09-18T09:54:49Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 19/latex","106","142683","807093","2022-09-18T09:54:59Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 20/latex","106","142684","807095","2022-09-18T09:55:20Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 21/latex","106","142685","807096","2022-09-18T09:55:30Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 22/latex","106","142686","807097","2022-09-18T09:55:40Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 23/latex","106","142687","807098","2022-09-18T09:55:50Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 24/latex","106","142688","807099","2022-09-18T09:56:00Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 25/latex","106","142689","807100","2022-09-18T09:56:10Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 26/latex","106","142690","807101","2022-09-18T09:56:20Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 27/latex","106","142691","807102","2022-09-18T09:56:30Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 28/latex","106","142692","807103","2022-09-18T09:56:40Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Arbeitsblatt 29/latex","106","142693","807104","2022-09-18T09:56:50Z","3e3nqvm6nsvokcc33v86ivll7ce6lru","9","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 1/kontrolle","106","142605","800888","2022-09-15T11:22:57Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 2/kontrolle","106","142606","800899","2022-09-15T11:24:47Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 3/kontrolle","106","142607","800910","2022-09-15T11:26:37Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 4/kontrolle","106","142608","800912","2022-09-15T11:26:57Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 5/kontrolle","106","142609","800913","2022-09-15T11:27:07Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 6/kontrolle","106","142610","800914","2022-09-15T11:27:17Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 7/kontrolle","106","142611","800915","2022-09-15T11:27:27Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 8/kontrolle","106","142612","800916","2022-09-15T11:27:37Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 9/kontrolle","106","142613","800917","2022-09-15T11:27:47Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 10/kontrolle","106","142614","800889","2022-09-15T11:23:07Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 11/kontrolle","106","142615","800890","2022-09-15T11:23:17Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 12/kontrolle","106","142616","800891","2022-09-15T11:23:27Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 13/kontrolle","106","142617","800892","2022-09-15T11:23:37Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 14/kontrolle","106","142618","800893","2022-09-15T11:23:47Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 15/kontrolle","106","142619","800894","2022-09-15T11:23:57Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 16/kontrolle","106","142620","800895","2022-09-15T11:24:07Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 17/kontrolle","106","142621","800896","2022-09-15T11:24:17Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 18/kontrolle","106","142622","800897","2022-09-15T11:24:27Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 19/kontrolle","106","142623","800898","2022-09-15T11:24:37Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 20/kontrolle","106","142624","800900","2022-09-15T11:24:57Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 21/kontrolle","106","142625","800901","2022-09-15T11:25:07Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 22/kontrolle","106","142626","800902","2022-09-15T11:25:17Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 23/kontrolle","106","142627","800903","2022-09-15T11:25:27Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 24/kontrolle","106","142628","800904","2022-09-15T11:25:37Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 25/kontrolle","106","142629","800905","2022-09-15T11:25:47Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 26/kontrolle","106","142630","800906","2022-09-15T11:25:57Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 27/kontrolle","106","142631","800907","2022-09-15T11:26:07Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 28/kontrolle","106","142632","800908","2022-09-15T11:26:17Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
"Kurs:Differentialgeometrie (Osnabrück 2023)/Vorlesung 29/kontrolle","106","142633","800909","2022-09-15T11:26:27Z","l52f2oa1dp6yctyki3a8gmgckjofbtn","13","brenner_latex_kontrolle_recursive_current.xml","4c489c44a3d856304a8724e04c1007aa8b18d0e7099257aaf711a084eab0de7c"
